"The 1930s","Originally produced as an episode of the television program American experience 1990. 60 min. each installment","â€¢149;Disc 1: The Crash of 1929","In 1929, there were few critics of a stock market seeming to rise without limits. In fact, presidents and economists alike confidently predicted that America would soon enter a ""new Era"" when everyone would be rich. Instead, the rich got richer, and ultimately the promise of a permanent economic boom disappeared almost overnight, when the consequences of a decade of market speculation and manipulation came to bear. Includes interviews with participants, historians, and economists, and film clips of the stock market experience. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X2584"">DVD X2584Ж","â€¢149;Disc 2: The Civilian Conservation Corps","Interweaving rich archival imagery with the personal accounts of Civilian Conservation Corps veterans, this film tells the story of one of the boldest and most popular New Deal experiments, positioning it as a pivotal moment in the emergence of modern environmentalism and federal unemployment relief. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X2584"">DVD X2584Ж","â€¢149;Disc 3: Hoover Dam","An ambitious engineer turned a ragtag army of unemployed into a celebrated work force to create the Hoover Dam, a colossus rising 700 feet above the Colorado River that became a beacon of hope in dire times, bringing electricity and water to millions in the U.S. west. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X2584"">DVD X2584Ж","â€¢149;Disc 4: Surviving the Dustbowl","In 1931 the rains stopped and the ""black blizzards"" began. Less well-known than those who sought refuge in California, typified by the Joad family in John Steinbeck's The Grape of Wrath, the Dust Bowlers stayed and overcame almost a decade of unbelievable calamities and disasters, enduring drought, dust, disease--even death--determined to preserve their way of life. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X2585"">DVD X2585Ж","â€¢149;Disc 4: Seabiscuit","While not looking the part, Seabiscuit was one of the most remarkable thoroughbred racehorses in history. In the 1930s, when Americans longed to escape the grim realities of Depression-era life, four men turned Seabiscuit into a national hero. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X2585"">DVD X2585Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"Adolph Zukor Presents Broadway Highlights: Intimate News of the Gay White Way.","Presents a series of newsreel segments from the 1930s of celebrities of the day visiting New York's hot Broadway shows. Many prominent Big Apple personalities are shown, making this feature an important historical document as well as very entertaining viewing. Originally produced in 1936. 60 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+MM533"">Video/C MM533Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"America, Lost and Found: The Depression Decade","Uses newsreels, old photographs, feature film clips, advertisements, and home movies to create a portrait of America in the 1930's. Conveys the psychological impact of the economic and social collapse that accompanied the Great Depression in the United States, how America reacted to the loss of its dreams and how these dreams were rebuilt. 1979. 59 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+8988"">Video/C 8988Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"America: The Promise Fulfilled and the Promise Broken.","Deals with the promise of unlimited prosperity after World War I, the boom of the 1920's, the Depression and the New Deal. With Alistair Cooke. 52 min. 
","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+1424"">Video/C 1424Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"American Musical Theater: 1800's to 1960's: Pt3. The twenties and the thirties","Contents: Irene (1920). Sally. Shuffle along. Lady be good (1924). Bombo.Music Box revues (1921). Rose-Marie (1924). Student Prince. Showboat(1927). Of thee I sing (1931). Porgy and Bess (1935). Pins and needles(1937). Cradle will rock. Anything goes. Jumbo (1935). Babes in arms.
Presents a chronicle of the evolution of the American musical theater usingcontemporary visuals and original recordings. An engaging chronicle of themusical stage, it covers the minstrel and variety shows of the 19th century,the growth of the theater of social significance in the 20's and 30's, continueddevelopments through the 1960's and the careers of major composers andproducers of the era. 61 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+4044"">Video/C 4044Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"American Visions: Streamlines and Breadlines.","Examines the mythic images of the 1920's and 30's as skyscrapers rise in New York and the rural heartland is idealized by Regionalists like Thomas Hart. Artists of the WPA celebrate the worker as hero, while Jacob Lawrence tells stories of black America, and ambitious New Deal projects like Hoover Dam project self-confidence in hard times. Also examines the work of Raymond Hood, Edward Hopper, Stuart Davis, and Grant Wood. Written and narrated by Robert Hughes. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+4780"">Video/C 4780Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"Arguing the World.","Traces the lives of four of the 20th century's leading thinkers, Daniel Bell, Nathan Glazer, Irving Howe and Irving Kristol. They have been disagreeing with a vengeance since they studied together at New York City College in the 1930s. This film traces their early idealistic days, their controversial role in the McCarthy era, their battle with the New Left in the sixties, and their vastly differing political views today. A film by Joseph Dorman. 1997. 84 min. ; 
","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X5702"">DVD X5702Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+5541"">Video/C 5541Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"Artists at Work: A Film on the New Deal Art Projects","An in-depth survey of the federal programs for support of visual artists during the depression. Several artists recount experiences with WPA's art project and other programs. Shows works of art created during the New Deal era and discusses the destruction and loss of many works of art produced then. Producer and director, Mary Lance. 1981. 35 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+853"">Video/C 853Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"Baseball: Fifth Inning, 1930-1940, Shadow Ball.","Baseball struggles to survive during the years of the Great Depression. America's game has another struggle too--the stain of racial segregation. A Film by Ken Burns. 126 min.  ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X5600"">DVD X5600Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+3607"">Video/C 3607Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"Breadline, 1929(People's Century)","The 1920s found Americans enjoying the fruits of a new prosperity in a post-war boom. Then, in 1929, the New York Stock Exchange crashed; banks failed and industry withered. From Europe and the United States to Latin America and Asia, the Great Depression shattered economies and communities worldwide. In this film the people who were there remember the blow as workers from the United States, Chile, Britain, Belgium and Scandinavia recall the hungry 1930s. Originally shown on PBS stations in 1997. 56 min. 
","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+5550"">Video/C 5550Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"Britain in the 30's","British documentary and experimental films of the 1930s SEE Ѭ href=""http://www.lib.berkeley.edu/MRC/documentaryclassics.html"">Documentary Classics VideographyЖ","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"Brother, Can You Spare a Dime?","This documentary juxtaposes newsreel footage, film clips and period music in an eye-opening look at the Great Depression. Many of the movies created in the 1930s featured strong social commentary, while others offered pure escapism and fed a fascination with a dazzling world out of reach to the everyday American. Through a contrast between the fantasy of film and the reality of everyday life, a fascinating perspective on the Great Depression and Hollywood's golden age is presented. Also includes political speeches by Franklin D. Roosevelt and others.1975. 112 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+450"">DVD 450Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"The Call of the Jitterbug","Documentary on the jitterbug and lindy hop, a dance craze that swept the nation beginning in Harlem in the 1930s. Delilah Jackson, Mama Lu Parks, George Lloyd, Sugar Sullivan-Niles, Frank Manning, Sandra Gibson, and musicians Bill Dillard and Dizzy Gillespie also reminisce about dancing at the Savoy Ballroom and other popular clubs, which are seen in historical film footage. Parks and Manning are shown teaching the dance, which continues to be performed in clubs and on stage. c1988. 35 min. ; ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X7094"">DVD X7094Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+8308"">Video/C 8308Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"","The Century: America's Time.","With Peter Jennings; produced by ABC News in association with The History Channel.","â€¢149; Part 3: 1920-1929: Boom to Bust. In the aftermath of World War I, many modern-minded Americans, particularly women, were eager to do away with outdated traditions and claim new rights and freedoms. This program investigates the culture of the roaring twenties--women's suffrage, prohibition, the exploration of the Antarctic, the Scopes trial, the establishment of the Ku Klux Klan, the new music called ""Jazz"", technological innovations and finally the stock market crash and the subsequent economic depression. 45 min. 
","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+6356"">Video/C 6356Ж","â€¢149; Part 4: 1929-1936: Stormy Weather Great Depression, which caused 25% unemployment, the closing of 9,000 banks, and the loss of $2.5 billion in deposits. This program captures a people's struggle as they faced the collapse of prosperity and diminished hopes of being able to experience the American Dream. 45 min. 
","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+6357"">Video/C 6357Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"The Civilian Conservation Corp","Interweaving rich archival imagery with the personal accounts of Civilian Conservation Corps veterans, this film tells the story of one of the boldest and most popular New Deal experiments, positioning it as a pivotal moment in the emergence of modern environmentalism and federal unemployment relief. Written, produced, and directed by Robert Stone. Originally broadcast on PBS as the television program American Experience in 2009. 60 min. 
","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X2584"">DVD X2584Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"Coming Apart(Century: Events That Shaped the World; 9)","In the early 1930's mass unemployment, widespread hunger, and a mood of fearful pessimism and simmering unrest were Herbert Hoover's legacy to American's new chief executive. This program spotlights the early days of Franklin D. Roosevelt's presidency, where he scrambled to transform the New Deal from a campaign slogan to nothing short of a social revolution--while staving off attacks by those who viewed him as a dictator and his reforms as a threatening turn to the left. With Peter Jennings; produced by ABC News. c1999. 43 min. 
","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+6350"">Video/C 6350Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"Coal Face. (1935)","Heroic documentary on the life of work of British miners. 12 min.  (PAL); also on vhs ; also on ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+6061"">DVD 6061Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+5024"">Video/C 5024Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+9417"">Video/C 9417Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"Dance and Social Consciousness in the 30's and 40's (Eye on Dance; 117).","Contents: Demonstration dances: ""I ain't got no home in the world anymore"" (Woodie Gutherie, composer) -- Balag in a popular style. Performers: Host: Celia Ipiotis and Barry Laine; interviewees: Anna Sokolow and Sophie Maslow. Dancers who began their careers in the 1930's and 1940's discuss promotion of social and political comment through dance. c1984. 29 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+4017"">Video/C 4017Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"The Crash of 1929","In 1929, there were few critics of a stock market seeming to rise without limits. In fact, presidents and economists alike confidently predicted that America would soon enter a ""new Era"" when everyone would be rich. Instead, the rich got richer, and ultimately the promise of a permanent economic boom disappeared almost overnight, when the consequences of a decade of market speculation and manipulation came to bear. Includes interviews with participants, historians, and economists, and film clips of the stock market experience. 2010. 60 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X2584"">DVD X2584Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"The Depression Years; The Silent Witness.(Hollywood Chronicles)","The Depression years: Centers on the role of film during the Depression years and the development of musicals, gangster films, travelogues and theatrical advertisements. The silent witness: Presents the newsreels and their role in bringing news to the public, particularly during the war years. Beyond the hard news, they also brought sports and entertainment news to the public. 1990. 50 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+8306"">Video/C 8306Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"Dust Bowl Ballads (Woody Guthrie)[SOUND RECORDING]","Contents: The great dust storm (Dust storm disaster) -- Talking dust bowl blues -- Pretty Boy Floyd -- Dusty old dust (so long it's been good to know yuh) -- Dust bowl blues -- Blowin' down the road (I ain't going to be treated this way) -- Tom Joad, Part 1 -- Tom Joad, Part 2 -- Do re mi -- Dust bowl refugee -- I ain't got no home -- Vigilante man -- Dust can't kill me -- Dust pneumonia blues -- Talking dust bowl blues (alternate version). Recorded in New York City, Apr. 26, 1940 and May, 3, 1940. 
","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eSound%2FD+72"">Sound/D 72Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"The Eleanor Roosevelt Story","An intimate portrait of Eleanor Roosevelt, describing her life from a childhood of loneliness and rejection to becoming the most admired and respected woman in the world. She married Franklin D. Roosevelt, who eventually was elected president, but she was not content to be the proper, silent wife behind her husband's career. Instead, she began a lifelong crusade to speak out about injustice and oppression in any form. Directed by Richard Kaplan. 1965. 90 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+9471"">Video/C 9471Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"Electric Valley","Presents the fifty-year controversial history of the Tennessee Valley Authority, focusing on the officials who led it and the people whose lives were touched by it. 1983. 89 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+2326"">Video/C 2326Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"The Federal Theater, File 891, and the Mercury Theater.","This film appraises the impact of the drama groups that flourished during the Depression and their lasting contributions to theater. Among the topics discussed are the American method stye of acting, as pioneered at the Group Theatre; the Federal Theater, the Classical Theatre (Project 891), and the Mercury Theater, incubators for some of the most innovative and controversial works ever seen on the American stage; and the theatrical careers of Orson Welles and John Houseman. c1999. 30 min. 
â€¢149;Ѭ href=""http://uclibs.org/PID/227977"">View this video onlineЖ 
UC Berkeley users only","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+7019"">Video/C 7019Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"The Democrat and the Dictator.( A Walk Through the 20th Century with Bill Moyers)","Journalist Bill Moyers compares and contrasts the careers of Franklin D. Roosevelt and Adolf Hitler, focusing on the youth, personality, leadership style, and political goals of each. 1984. 3/4' UMATIC  (stored at NRLF #: B 4 175 501)","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+869"">Video/C 869Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"FDR. (American Experience; 777)","Franklin Delano Roosevelt led America through the two greatest crises of this century, the Great Depression and World War II. Part one is based on Before the trumpet, by Geoffrey C. Ward. It covers Roosevelt's early years and early political successes. Part two is based on Geoffrey C. Ward's A first class temperament. It begins with Roosevelt's bout with polio at age 39 and ends with his election to the presidency. Also details Eleanor's rise in public life. Part three explores FDR's response to the Great Depression. Part four is based on No ordinary time : Franklin and Eleanor Roosevelt: the home front in WWII, by Doris Kearns Goodwin. It portrays FDR's leadership of the American people in the face of war until his death. 270 min.   
","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+969"">DVD 969Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+3885"">Video/C 3885Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"The Fireside Chats of FDR.","16 sound cassettes.  (two chats also on )","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eSound%2FC+229"">Sound/C 229Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eSound%2FC+237"">Sound/C 237Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"Focus on the Last Hundred Years: The Thirties","Uses archival photographs, sound recordings, and film footage to explore world events, sports, life-styles, and scientific achievements of various decades. 58 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+1003"">Video/C 1003Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"Freedom, a History of US","Episode 12: America enters into an economic depression, Franklin D. Roosevelt initiates the New Deal and the United States enters World War II. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+2196"">DVD 2196Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"The Golden Gate International Exposition, Treasure Island, San Francisco Bay, 1939-1940.","SEE Ѭ href=""http://www.lib.berkeley.edu/MRC/PopcultureVid.html#Fairs"">Popular Culture: FairsЖ","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"Golden Lands, Working Hands.","Part 1. This first segment examines the Workingmen's Party of the 1870's, Chinese union exclusion, San Francisco as a union town and Los Angeles as open shop at the turn of the century, the plight of migrant labor as in the Beet Workers Strike of 1903 and the Wheatland Hop Riot of 1913, the framing of Tom Mooney, the impact of the Stock market crash and the Great Depression on unionization, Roosevelt's New Deal, militancy in the west coast maritime trades culminating in the San Francisco General Strike of 1934 and the beginning of the CIO, WWII defense industries and the employment of Afro-Americans, ""Okie"" and women workers which challenged the unions concerning inclusive or exclusive membership policies. Contents: Step by step (6 min.) -- No danger from strikes among them (15 min.) -- Bombs and ballots (24 min.) -- Not so jazzy (10 min.) -- Labor on the march (18 min.) -- Battling for democracy (8 min.). 81 min.  [preservation copy] ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X569"">DVD X569Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+6254"">Video/C 6254Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"Great Depression.Ж 60 min. each.","â€¢149; A Job at Ford's. Just before the advent of the Great Depression, Henry Ford controlled the most important company in the most important industry in the booming American economy. His offer of high wages in exchange for hard work attracted workers to Detroit, but it began to come apart when Ford hired a private police force to speed up production and spy on employees. After the depression hit in 1929, these workers faced a new, grim reality as unemployment skyrocketed.  ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X1162"">DVD X1162Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+3171"">Video/C 3171Ж","â€¢149;The Road to Rock Bottom. As the Great Depression progressed economic collapse took its toll on rural America. Crops went unsold, farm mortgages were called in by banks, hungry farmers protested, and robberies increased dramatically. The U.S. Army was called in to defend the nation's capital from veterans who were demanding that President Hoover and Congress pay a bonus for their services in World War I. The film ends with Franklin Roosevelt's landslide election to the presidency.  ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X1163"">DVD X1163Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+3172"">Video/C 3172Ж","â€¢149;New Deal/New York. In his first one hundred days in office, in a effort to stem the effects of the Great Depression, President Roosevelt created many new federal agencies giving jobs and relief to people and transforming the American landscape with public works projects. Nowhere was this transformation more apparent than in Mayor Fiorello La Guardia's New York City. Together Roosevelt and La Guardia expanded and redefined the role of government in the lives of the American people.  ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X1164"">DVD X1164Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+3173"">Video/C 3173Ж","â€¢149; We Have a Plan. By 1934, as the nation grappled with the Great Depression, challenges to the New Deal from both sides of the political spectrum began to appear. Despite new government programs unrest was increasing especially in California, where the socialist, Upton Sinclair, ran for governor promising to turn idle land and factories into self-governing cooperatives. Sinclair's campaign ended in defeat, but one year later President Roosevelt's signing of the Social Security Act signaled America's emergence as a modern welfare state.  ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X1165"">DVD X1165Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+3174"">Video/C 3174Ж","â€¢149;Mean Things Happening. In the American democracy of the 1930's two visions of liberty collided as working men and women battled landowners and factory managers for the right to join a union. On the tenant farms and in the steel factories working people asserted their citizenship in the midst of great economic turmoil and a tide of government reform.  ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X1166"">DVD X1166Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+3175"">Video/C 3175Ж","â€¢149;To Be Somebody. Many Americans, struggling to survive the Great Depression, were determined to help build a better America through direct action in the courts, in the Congress and in everyday life. At a time when lynchings, segregation, and anti-semitism were commonplace, black heavy-weight champion, Joe Louis became a symbol of national strength. In very different ways Louis and First Lady Eleanor Roosevelt challenged America to live up to its promise of justice and opportunity for people of every race and faith.  ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X1167"">DVD X1167Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+3176"">Video/C 3176Ж","â€¢149;Arsenal of Democracy. By 1939 Americans were still struggling to end the Great Depression. Their dreams of peace and prosperity were celebrated at World's Fairs in New York and San Francisco, but prosperity did not come in peacetime. Millions fled the ""dust bowl"" states to finally find work in new defense industries. While the New Deal changed America forever, it was war that ended the Great Depression.  ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X1168"">DVD X1168Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+3177"">Video/C 3177Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"Full-text review from:","â€¢149;Ѭ href=""http://www.lib.berkeley.edu/MRC/GreatDepression.html"">ABC-CLIO Video Rating Guide for LibrariesЖ","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"Reviews and articles:","â€¢149;Cole, Lewis. ""The Great Depression."" (television program reviews) Nation v257, n18 (Nov 29, 1993):668 (5 pages).","â€¢149;Goodman, Walter. ""The Great Depression."" (television program reviews) New York Times v143 (Mon, Oct 25, 1993):B3(N), pC18(L), col 1","â€¢149;Leonard, John. ""The Great Depression."" (television program reviews) New York v26, n42 (Oct 25, 1993):97 (2 pages).","â€¢149; Ward, Geoffrey C. ""The Great Depression."" (television program reviews) American Heritage v44, n7 (Nov, 1993):16 (2 pages).","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"Hoover Dam","An ambitious engineer turned a ragtag army of unemployed into a celebrated work force to create the Hoover Dam, a colossus rising 700 feet above the Colorado River that became a beacon of hope in dire times, bringing electricity and water to millions in the U.S. west. Produced, written and directed by Stephen Stept. Originally broadcast on television in 1996 as an episode of American Experience. 60 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X2584"">DVD X2584Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"The Helping Hand.( A Walk Through the 20th Century with Bill Moyers)","Looks at how the New Deal helped to create jobs during the Depression. Interviews former Civilian Conservation Corps workder who benefited from these programs. 1984. 58 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+854"">Video/C 854Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"Historic New Deal Films","Disc 1: Work pays America (1937, 31 min.) -- We work again (1930, 11 min.) -- Better housing news flash (1935, 4 min.) -- National Recovery Administration promo (1933, 3 min.) -- Disc 2: Man against the river (1937, 10 min.) -- Shock troops of disaster (1938, 11 min.) -- The river (1937, 30 min.) -- Rain for the Earth (1937, 10 min., incomplete with no ending) Work pays America: Demonstrates activities of the Works Project Administration. We work again: A WPA film that tries to convey that the New Deal is beneficial for African-Americans. Better housing news flash: Government propaganda piece about the benefits of The National Housing Act. National Recovery Administration promo: A promotional film for the National Recovery Administration made by Metro-Goldwyn-Mayer. Man against the river: Footage of the WPA (Works Project Administration) dealing with the Ohio River flood of 1937. Shock troops of disaster: Shows how the Works Project Administration gave assistance to victims of the 1938 hurricane in New England. The river: Documentary about the Mississippi River and the way it has been exploited. It shows the side of the people who use the river for their own economic benefit as well as the side of the people who are trying to stop the misuse of the river. Rain for the Earth: This film discusses the desperation that the drying land caused the Dust Bowl farmers and their families, as well as the U.S. government's failed attempts to help the people maintain their farms. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+9242"">DVD 9242Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"Historical World Fairs.","SEE Ѭ href=""http://www.lib.berkeley.edu/MRC/PopcultureVid.html#Fairs"">Popular Culture VideographyЖ","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"Hollywood Censored: Movies, Morality & the Production Code (Culture Shock; 1)","First of a four part series exploring why particular works of art became controversial. Part one addresses the mass appeal of movies, including their portrayals of sex and violence which have made them a target of censors since the early days. In the 1930s, Hollywood studios enforced the Production Code, a set of guidelines for movie content, to answer growing charges of immorality. The Code lasted 20 years and still influences moviemaking today. As feature films continue to cause controversy, the question remains: do movies reflect--or cause--social behavior? c2000. 60 min. 

","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+6908"">Video/C 6908Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"[Hoover, J. Edgar] G-men: The Rise of J. Edgar Hoover","(American Experience; 407). Film focuses on J. Edgar Hoover and his Government Men (G-Men) and the war they waged against the leading criminals of the 1930's. 58 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+2846"">Video/C 2846Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"Jazz. A film by Ken Burns.","â€¢149;The True Welcome Home. Amid the hard times of the Depression new dances, the Lindy Hop and Swing, caught on at the dance halls of New York even as the jobless lined the streets and drought ruined Midwest farms. Jazz, during 1929 through 1935, lifted the nation's spirit. Record sales boomed while Armstrong became a major entertainer as singer, trumpeter, band leader, radio and film performer. Ellington's elegance, compositions, brilliant band films and recordings created a huge following in America and abroad. This segment also visits the careers of Fletcher Henderson, Benny Goodman, Billy Rose, Chick Webb, Fats Waller, Art Tatum and the record producer, John Hammond. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+491"">DVD 491Ж","â€¢149;Swing: Pure Pleasure. In the mid 1930s, as the Great Depression refuses to lift, Benny Goodman finds himself hailed as the ""King of Swing"" and becomes the first white bandleader to hire black musicians. He has a host or rivals among them, Chick Webb, Tommy Dorsey, Jimmie Lunceford, Glen Miller and Artie Shaw. Louis Armstrong heads a big band of his own, while Duke Ellington continues his independent course, but great black artists still can't eat or sleep in many of the hotels where they perform. Billie Holiday emerges from a childhood of tragedy to begin her career as the greatest of all female jazz singers. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+492"">DVD 492Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
"Jones Beach: An American Riviera","Archival newsreels, still photographs, period music and personal interviews chronicle the history of Jones Beach, a New York landmark described as ""the finest seashore playground in the world."" Set against a backdrop of the social history of the first half of the 20th century, the film places the pioneering design and construction of noted urban planner Robert Moses' masterpiece, Jones Beach, in the context of Depression-era New York. 1998. 30 min. 
","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+4368"">Video/C 4368Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
